"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","difficulty","rank","items","correct","question_order","mental_demand","physical_demand","temporal_demand","performance","effort","frustration","ai_answer","confidence_rating","trust_rating","ai_certainty"
"html-keyboard-response","195","434624","0.0-195.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","196","438825","0.0-196.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","197","439458","0.0-197.0","","","","","","626","img/Image6.jpg","s","standard_trial","Image6","Safe","0.06","12","3","1","","","","","","","","","","",""
"html-keyboard-response","198","440459","0.0-198.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","199","444460","0.0-199.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","200","445208","0.0-200.0","","","","","","741","img/Image129.jpg","s","standard_trial","Image129","Safe","0.42","105","7","1","","","","","","","","","","",""
"html-keyboard-response","201","446209","0.0-201.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","202","450211","0.0-202.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","203","450920","0.0-203.0","","","","","","696","img/Image95.jpg","s","standard_trial","Image95","Safe","0.49","124","8","1","","","","","","","","","","",""
"html-keyboard-response","204","451921","0.0-204.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","205","455923","0.0-205.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","206","456820","0.0-206.0","","","","","","889","img/Image90.jpg","d","standard_trial","Image90","Danger","0.14","44","6","1","","","","","","","","","","",""
"html-keyboard-response","207","457822","0.0-207.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","208","461824","0.0-208.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","209","462790","0.0-209.0","","","","","","951","img/Image29.jpg","d","standard_trial","Image29","Danger","0.04","2","3","1","","","","","","","","","","",""
"html-keyboard-response","210","463840","0.0-210.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","211","467841","0.0-211.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","212","469029","0.0-212.0","","","","","","1175","img/Image13.jpg","s","standard_trial","Image13","Safe","0.07","22","3","1","","","","","","","","","","",""
"html-keyboard-response","213","470030","0.0-213.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","214","474031","0.0-214.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","215","476227","0.0-215.0","","","","","","2187","img/Image30.jpg","d","standard_trial","Image30","Danger","0.05","7","4","1","","","","","","","","","","",""
"html-keyboard-response","216","477229","0.0-216.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","217","481230","0.0-217.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","218","482370","0.0-218.0","","","","","","1132","img/Image145.jpg","d","standard_trial","Image145","Danger","0.44","115","10","1","","","","","","","","","","",""
"html-keyboard-response","219","483372","0.0-219.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","220","498838","0.0-220.0","","","","","","15465","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","221","502839","0.0-221.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","222","504474","0.0-222.0","","","","","","1626","img/Image51.jpg","d","standard_trial","Image51","Safe","0.54","132","5","0","","","","","","","","","","",""
"html-keyboard-response","223","505475","0.0-223.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","224","509477","0.0-224.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","225","510778","0.0-225.0","","","","","","1289","img/Image119.jpg","s","standard_trial","Image119","Safe","0.35","95","7","1","","","","","","","","","","",""
"html-keyboard-response","226","511780","0.0-226.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","227","515781","0.0-227.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","228","518271","0.0-228.0","","","","","","2482","img/Image110.jpg","s","standard_trial","Image110","Safe","0.3","82","7","1","","","","","","","","","","",""
"html-keyboard-response","229","519272","0.0-229.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","230","523274","0.0-230.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","231","524446","0.0-231.0","","","","","","1162","img/Image114.jpg","s","standard_trial","Image114","Safe","0.56","138","6","1","","","","","","","","","","",""
"html-keyboard-response","232","525447","0.0-232.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","233","529452","0.0-233.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","234","532940","0.0-234.0","","","","","","3480","img/Image15.jpg","s","standard_trial","Image15","Safe","0.05","10","3","1","","","","","","","","","","",""
"html-keyboard-response","235","533941","0.0-235.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","236","537942","0.0-236.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","237","539266","0.0-237.0","","","","","","1310","img/Image146.jpg","d","standard_trial","Image146","Danger","0.26","71","11","1","","","","","","","","","","",""
"html-keyboard-response","238","540267","0.0-238.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","239","544454","0.0-239.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","240","545733","0.0-240.0","","","","","","1268","img/Image134.jpg","s","standard_trial","Image134","Safe","0.26","69","7","1","","","","","","","","","","",""
"html-keyboard-response","241","546735","0.0-241.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","242","550736","0.0-242.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","243","551546","0.0-243.0","","","","","","800","img/Image45.jpg","s","standard_trial","Image45","Safe","0.35","94","6","1","","","","","","","","","","",""
"html-keyboard-response","244","552548","0.0-244.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","245","556548","0.0-245.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","246","557888","0.0-246.0","","","","","","1329","img/Image86.jpg","d","standard_trial","Image86","Danger","0.53","130","5","1","","","","","","","","","","",""
"html-keyboard-response","247","558889","0.0-247.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","248","562890","0.0-248.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","249","564523","0.0-249.0","","","","","","1617","img/Image12.jpg","s","standard_trial","Image12","Safe","0.07","20","4","1","","","","","","","","","","",""
"html-keyboard-response","250","565524","0.0-250.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","251","572790","0.0-251.0","","","","","","7265","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">9 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","252","576792","0.0-252.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","253","578725","0.0-253.0","","","","","","1925","img/Image138.jpg","s","standard_trial","Image138","Safe","0.56","137","7","1","","","","","","","","","","",""
"html-keyboard-response","254","579727","0.0-254.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","255","583728","0.0-255.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","256","584521","0.0-256.0","","","","","","782","img/Image105.jpg","s","standard_trial","Image105","Safe","0.16","49","7","1","","","","","","","","","","",""
"html-keyboard-response","257","585523","0.0-257.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","258","589896","0.0-258.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","259","590544","0.0-259.0","","","","","","638","img/Image53.jpg","s","standard_trial","Image53","Safe","0.8","150","4","1","","","","","","","","","","",""
"html-keyboard-response","260","591546","0.0-260.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","261","595547","0.0-261.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","262","596534","0.0-262.0","","","","","","979","img/Image128.jpg","s","standard_trial","Image128","Safe","0.38","99","5","1","","","","","","","","","","",""
"html-keyboard-response","263","597556","0.0-263.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","264","601558","0.0-264.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","265","603030","0.0-265.0","","","","","","1462","img/Image117.jpg","s","standard_trial","Image117","Safe","0.65","144","8","1","","","","","","","","","","",""
"html-keyboard-response","266","604031","0.0-266.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","267","608033","0.0-267.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","268","609367","0.0-268.0","","","","","","1320","img/Image148.jpg","s","standard_trial","Image148","Danger","0.28","78","9","0","","","","","","","","","","",""
"html-keyboard-response","269","610371","0.0-269.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","270","614374","0.0-270.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","271","615106","0.0-271.0","","","","","","719","img/Image1.jpg","s","standard_trial","Image1","Safe","0.09","28","4","1","","","","","","","","","","",""
"html-keyboard-response","272","616109","0.0-272.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","273","620390","0.0-273.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","274","621763","0.0-274.0","","","","","","1361","img/Image141.jpg","d","standard_trial","Image141","Danger","0.08","27","8","1","","","","","","","","","","",""
"html-keyboard-response","275","622764","0.0-275.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","276","626766","0.0-276.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","277","628214","0.0-277.0","","","","","","1440","img/Image9.jpg","s","standard_trial","Image9","Safe","0.06","15","3","1","","","","","","","","","","",""
"html-keyboard-response","278","629216","0.0-278.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","279","633218","0.0-279.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","280","636184","0.0-280.0","","","","","","2954","img/Image2.jpg","s","standard_trial","Image2","Safe","0.09","30","3","1","","","","","","","","","","",""
"html-keyboard-response","281","637232","0.0-281.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","282","679560","0.0-282.0","","","","","","42326","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">9 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","283","683564","0.0-283.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","284","684429","0.0-284.0","","","","","","855","img/Image64.jpg","s","standard_trial","Image64","Safe","0.22","59","5","1","","","","","","","","","","",""
"html-keyboard-response","285","685430","0.0-285.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","286","689560","0.0-286.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","287","690664","0.0-287.0","","","","","","1091","img/Image103.jpg","s","standard_trial","Image103","Safe","0.15","46","7","1","","","","","","","","","","",""
"html-keyboard-response","288","691665","0.0-288.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","289","695667","0.0-289.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","290","697017","0.0-290.0","","","","","","1341","img/Image96.jpg","s","standard_trial","Image96","Safe","0.39","101","6","1","","","","","","","","","","",""
"html-keyboard-response","291","698019","0.0-291.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","292","702020","0.0-292.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","293","702941","0.0-293.0","","","","","","912","img/Image81.jpg","d","standard_trial","Image81","Danger","0.47","118","6","1","","","","","","","","","","",""
"html-keyboard-response","294","703942","0.0-294.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","295","707943","0.0-295.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","296","708966","0.0-296.0","","","","","","1015","img/Image22.jpg","s","standard_trial","Image22","Safe","0.07","19","3","1","","","","","","","","","","",""
"html-keyboard-response","297","709970","0.0-297.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","298","713971","0.0-298.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","299","714775","0.0-299.0","","","","","","794","img/Image26.jpg","d","standard_trial","Image26","Danger","0.06","11","4","1","","","","","","","","","","",""
"html-keyboard-response","300","715777","0.0-300.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","301","720073","0.0-301.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","302","720912","0.0-302.0","","","","","","832","img/Image49.jpg","s","standard_trial","Image49","Safe","0.13","40","6","1","","","","","","","","","","",""
"html-keyboard-response","303","721914","0.0-303.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","304","725915","0.0-304.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","305","726834","0.0-305.0","","","","","","910","img/Image111.jpg","s","standard_trial","Image111","Safe","0.45","116","6","1","","","","","","","","","","",""
"html-keyboard-response","306","727836","0.0-306.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","307","731837","0.0-307.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","308","732757","0.0-308.0","","","","","","911","img/Image31.jpg","s","standard_trial","Image31","Safe","0.17","51","5","1","","","","","","","","","","",""
"html-keyboard-response","309","733759","0.0-309.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","310","737760","0.0-310.0","","","","","","null","<div class=""baggage""><div>Baggage incoming</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","311","738649","0.0-311.0","","","","","","878","img/Image139.jpg","d","standard_trial","Image139","Danger","0.16","48","9","1","","","","","","","","","","",""
"html-keyboard-response","312","739650","0.0-312.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","313","740523","0.0-313.0","","","","","","872","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","314","742482","0.0-314.0","","","","","","1958","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Total Performance</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">87 / 60</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","315","771665","0.0-315.0","","","","","","29179","","{""mental_demand"":5,""physical_demand"":3,""temporal_demand"":6,""performance"":2,""effort"":5,""frustration"":7}","nasa_tlx","","","","","","","[0,1,2,3,4,5]","","","","","","","","","",""
"html-keyboard-response","316","773120","0.0-316.0","","","","","","1453","
      <div>
        <h1>Block Simple AI</h1>
        <p><em>Press any key to begin.</em></p>
      </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","317","777121","0.0-317.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","318","778507","0.0-318.0","","","","","","1374","img/Image97.jpg","s","simple_trial","Image97","Safe","0.48","123","9","1","","","","","","","","Safe","","",""
"html-keyboard-response","319","779509","0.0-319.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","320","783543","0.0-320.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","321","785405","0.0-321.0","","","","","","1853","img/Image67.jpg","s","simple_trial","Image67","Safe","0.13","41","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","322","786406","0.0-322.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","323","790511","0.0-323.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","324","791726","0.0-324.0","","","","","","1207","img/Image46.jpg","s","simple_trial","Image46","Safe","0.71","146","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","325","792727","0.0-325.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","326","796731","0.0-326.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","327","798083","0.0-327.0","","","","","","1344","img/Image79.jpg","d","simple_trial","Image79","Danger","0.12","37","7","1","","","","","","","","Danger","","",""
"html-keyboard-response","328","799084","0.0-328.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","329","803086","0.0-329.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","330","804454","0.0-330.0","","","","","","1359","img/Image98.jpg","s","simple_trial","Image98","Safe","0.13","42","8","1","","","","","","","","Safe","","",""
"html-keyboard-response","331","805455","0.0-331.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","332","809457","0.0-332.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","333","810565","0.0-333.0","","","","","","1101","img/Image131.jpg","s","simple_trial","Image131","Safe","0.29","79","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","334","811566","0.0-334.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","335","815570","0.0-335.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","336","816722","0.0-336.0","","","","","","1143","img/Image68.jpg","s","simple_trial","Image68","Safe","0.34","91","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","337","817724","0.0-337.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","338","821725","0.0-338.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","339","822523","0.0-339.0","","","","","","789","img/Image75.jpg","s","simple_trial","Image75","Safe","0.31","84","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","340","823524","0.0-340.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","341","827526","0.0-341.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","342","828989","0.0-342.0","","","","","","1452","img/Image143.jpg","d","simple_trial","Image143","Danger","0.12","39","8","1","","","","","","","","Danger","","",""
"html-keyboard-response","343","829993","0.0-343.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","344","833994","0.0-344.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","345","835048","0.0-345.0","","","","","","1044","img/Image37.jpg","s","simple_trial","Image37","Safe","0.12","38","5","1","","","","","","","","Safe","","",""
