"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","ai_answer","difficulty","rank","items","correct","ai_certainty","question_order","confidence_rating","trust_rating","mental_demand","physical_demand","temporal_demand","performance","effort","frustration"
"html-keyboard-response","121","104480","0.0-121.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","122","104972","0.0-122.0","","","","","","483","img_transparent/Image14.jpg","s","transparent_trial","Image14","Safe","Safe","0.05","9","4","1","98","","","","","","","","",""
"html-keyboard-response","123","105482","0.0-123.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","124","106482","0.0-124.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","125","106990","0.0-125.0","","","","","","502","img_transparent/Image143.jpg","s","transparent_trial","Image143","Danger","Danger","0.12","39","8","0","96","","","","","","","","",""
"html-keyboard-response","126","107491","0.0-126.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","127","108518","0.0-127.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","128","109402","0.0-128.0","","","","","","871","img_transparent/Image137.jpg","s","transparent_trial","Image137","Safe","Safe","0.37","98","8","1","88","","","","","","","","",""
"html-keyboard-response","129","109903","0.0-129.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","130","111011","0.0-130.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","131","111470","0.0-131.0","","","","","","451","img_transparent/Image69.jpg","s","transparent_trial","Image69","Safe","Safe","0.57","140","6","1","82","","","","","","","","",""
"html-keyboard-response","132","111971","0.0-132.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","133","115070","0.0-133.0","","","","","","3097","","{""confidence"":5,""trust"":5}","questionnaire","","","","","","","","","[0,1]","","","","","","","",""
"html-keyboard-response","134","115626","0.0-134.0","","","","","","553","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">9 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","135","119556","0.0-135.0","","","","","","3928","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","","","[0,1]","","","","","","","",""
"html-keyboard-response","136","120561","0.0-136.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","137","121047","0.0-137.0","","","","","","477","img_error_transparentAI/Transparent_Error1.jpg","s","transparent_trial","Transparent_Error1","Safe","Safe","0.53","131","6","1","97","","","","","","","","",""
"html-keyboard-response","138","121571","0.0-138.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","139","122573","0.0-139.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","140","123178","0.0-140.0","","","","","","597","img_error_transparentAI/Transparent_Error2.jpg","d","transparent_trial","Transparent_Error2","Safe","Danger","0.52","128","5","0","92","","","","","","","","",""
"html-keyboard-response","141","123679","0.0-141.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","142","124681","0.0-142.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","143","125533","0.0-143.0","","","","","","843","img_error_transparentAI/Transparent_Error3.jpg","d","transparent_trial","Transparent_Error3","Danger","Safe","0.16","48","9","1","98","","","","","","","","",""
"html-keyboard-response","144","126035","0.0-144.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","145","127036","0.0-145.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","146","128228","0.0-146.0","","","","","","1181","img_error_transparentAI/Transparent_Error4.jpg","d","transparent_trial","Transparent_Error4","Danger","Safe","0.51","127","9","1","92","","","","","","","","",""
"html-keyboard-response","147","128729","0.0-147.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","148","129730","0.0-148.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","149","131247","0.0-149.0","","","","","","null","img_error_transparentAI/Transparent_Error5.jpg","null","transparent_trial","Transparent_Error5","Danger","Safe","0.3","81","9","0","93","","","","","","","","",""
"html-keyboard-response","150","131749","0.0-150.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">No response</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","151","132750","0.0-151.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","152","133663","0.0-152.0","","","","","","907","img_error_transparentAI/Transparent_Error6.jpg","s","transparent_trial","Transparent_Error6","Danger","Danger","0.05","7","4","0","89","","","","","","","","",""
"html-keyboard-response","153","134165","0.0-153.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","154","135165","0.0-154.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","155","136459","0.0-155.0","","","","","","1288","img_error_transparentAI/Transparent_Error7.jpg","d","transparent_trial","Transparent_Error7","Safe","Danger","0.55","134","5","0","87","","","","","","","","",""
"html-keyboard-response","156","136961","0.0-156.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","157","137961","0.0-157.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","158","138717","0.0-158.0","","","","","","748","img_error_transparentAI/Transparent_Error8.jpg","s","transparent_trial","Transparent_Error8","Safe","Danger","0.71","146","6","1","89","","","","","","","","",""
"html-keyboard-response","159","139218","0.0-159.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","160","140219","0.0-160.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","161","140903","0.0-161.0","","","","","","675","img_error_transparentAI/Transparent_Error9.jpg","s","transparent_trial","Transparent_Error9","Safe","Safe","0.54","132","5","1","98","","","","","","","","",""
"html-keyboard-response","162","141404","0.0-162.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","163","142405","0.0-163.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","164","143022","0.0-164.0","","","","","","605","img_error_transparentAI/Transparent_Error10.jpg","s","transparent_trial","Transparent_Error10","Safe","Safe","0.8","150","4","1","90","","","","","","","","",""
"html-keyboard-response","165","143524","0.0-165.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","166","147743","0.0-166.0","","","","","","4218","","{""confidence"":4,""trust"":2}","questionnaire","","","","","","","","","[0,1]","","","","","","","",""
"html-keyboard-response","167","148395","0.0-167.0","","","","","","648","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">6 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","168","151477","0.0-168.0","","","","","","3081","","{""confidence"":4,""trust"":3}","questionnaire","","","","","","","","","[0,1]","","","","","","","",""
"html-keyboard-response","169","152481","0.0-169.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","170","153151","0.0-170.0","","","","","","663","img_transparent/Image32.jpg","s","transparent_trial","Image32","Safe","Safe","0.22","58","4","1","93","","","","","","","","",""
"html-keyboard-response","171","153652","0.0-171.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","172","154653","0.0-172.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","173","155313","0.0-173.0","","","","","","654","img_transparent/Image140.jpg","d","transparent_trial","Image140","Danger","Danger","0.28","77","9","1","91","","","","","","","","",""
"html-keyboard-response","174","155815","0.0-174.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","175","156816","0.0-175.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","176","157765","0.0-176.0","","","","","","943","img_transparent/Image83.jpg","d","transparent_trial","Image83","Danger","Danger","0.34","89","5","1","89","","","","","","","","",""
"html-keyboard-response","177","158266","0.0-177.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","178","159268","0.0-178.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","179","160028","0.0-179.0","","","","","","756","img_transparent/Image147.jpg","s","transparent_trial","Image147","Danger","Danger","0.36","97","7","0","89","","","","","","","","",""
"html-keyboard-response","180","160530","0.0-180.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","181","161530","0.0-181.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","182","162403","0.0-182.0","","","","","","863","img_transparent/Image130.jpg","s","transparent_trial","Image130","Safe","Safe","0.44","111","4","1","86","","","","","","","","",""
"html-keyboard-response","183","162904","0.0-183.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","184","163904","0.0-184.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","185","164532","0.0-185.0","","","","","","615","img_transparent/Image66.jpg","s","transparent_trial","Image66","Safe","Safe","0.2","55","6","1","94","","","","","","","","",""
"html-keyboard-response","186","165033","0.0-186.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","187","166034","0.0-187.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","188","166627","0.0-188.0","","","","","","585","img_transparent/Image5.jpg","s","transparent_trial","Image5","Safe","Safe","0.1","33","3","1","97","","","","","","","","",""
"html-keyboard-response","189","167128","0.0-189.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","190","168130","0.0-190.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","191","168804","0.0-191.0","","","","","","668","img_transparent/Image145.jpg","d","transparent_trial","Image145","Danger","Danger","0.44","115","10","1","86","","","","","","","","",""
"html-keyboard-response","192","169305","0.0-192.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","193","170307","0.0-193.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","194","171061","0.0-194.0","","","","","","746","img_transparent/Image110.jpg","s","transparent_trial","Image110","Safe","Safe","0.3","82","7","1","91","","","","","","","","",""
"html-keyboard-response","195","171563","0.0-195.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","196","172588","0.0-196.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","197","173308","0.0-197.0","","","","","","706","img_transparent/Image47.jpg","s","transparent_trial","Image47","Safe","Safe","0.1","34","5","1","97","","","","","","","","",""
"html-keyboard-response","198","173809","0.0-198.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","199","177183","0.0-199.0","","","","","","3372","","{""confidence"":4,""trust"":4}","questionnaire","","","","","","","","","[0,1]","","","","","","","",""
"html-keyboard-response","200","177950","0.0-200.0","","","","","","766","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">9 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","201","182307","0.0-201.0","","","","","","4356","","{""confidence"":3,""trust"":3}","questionnaire","","","","","","","","","[0,1]","","","","","","","",""
"html-keyboard-response","202","183082","0.0-202.0","","","","","","770","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Total Performance</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">53 / 60</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","203","193166","0.0-203.0","","","","","","10080","","{""mental_demand"":7,""physical_demand"":6,""temporal_demand"":6,""performance"":8,""effort"":6,""frustration"":7}","nasa_tlx","","","","","","","","","[0,1,2,3,4,5]","","","","","","","",""
"html-keyboard-response","204","195170","0.0-204.0","","","","","","null","
    <div>
      <h1>Thank You!</h1>
      <p>The experiment has been completed.</p>
      <p>Your data is being saved...</p>
    </div>","null","","","","","","","","","","","","","","","","","",""
